query_id,query,model,score,cost,prompt_tokens,completion_tokens,total_tokens,prediction,ground_truth
111,Eosinophilic oesophagitis,Claude Sonnet 4,1.0,0.006429,168,395,563,I,I
112,"According to Esman (1972), which publics are related to the organisation through shared industrial interests?",Claude Sonnet 4,1.0,0.004599,133,280,413,C,C
113,"A steel helical spring of index 10 has 12 active coils. The spring is made of oil-tempered no. 7 gauge wire. Determine the fundamental frequency of the spring if (1) one end is fixed and one end is free. (2) both ends are fixed. For the first case, check for the safety of the spring against failure due to surging when the operating load frequency due to external excitation source is 120 cycles per minute. The specific weight of steel is y = 0.285 lb/in3 and acceleration due to gravity g = 386 in/sec. Modulus of rigidity for steel G = 11.5 × 10^6 lb/in^2.",Claude Sonnet 4,0.0,0.013773,381,842,1223,G,F
114,Which of the following mental disorders is most prevalent in the world?,Claude Sonnet 4,1.0,0.00522,150,318,468,J,J
115,The density of concentrated sulfuric acid is 1.85 g/ml. What volume of the acid would weigh 74.0 g?,Claude Sonnet 4,1.0,0.003159,183,174,357,J,J
116,Genetic evidence indicates that the modern Inuit are the descendants of which people?,Claude Sonnet 4,1.0,0.005217,144,319,463,J,J
117,What is the value of the expression 28 x 42?,Claude Sonnet 4,1.0,0.002835,140,161,301,F,F
118,"If the parabola $y_1 = x^2 + 2x + 7$ and the line $y_2 = 6x + b$ intersect at only one point, what is the value of $b$?",Claude Sonnet 4,1.0,0.007467,164,465,629,C,C
119,"Why do the Treasury and the FED usually attempt to lower the long-term rates of interest, and simultaneously to raise the short-term rates?",Claude Sonnet 4,1.0,0.005541,297,310,607,H,H
120,Arrests may occasionally be made without a warrant. Which of the following is not one of those circumstances?,Claude Sonnet 4,1.0,0.00609,195,367,562,A,A
121,"There are three different sections to sit in at a baseball park. The number of people who can sit in each section is described below.
* red section seats 200 people
* blue section seats 20 fewer people than the red section
* green section seats 2 times as many people as the blue section
What is the total number of people who can sit in the baseball park?",Claude Sonnet 4,1.0,0.003069,193,166,359,E,E
122,In which dementia are cognitive symptoms less likely?,Claude Sonnet 4,1.0,0.00654,150,406,556,A,A
123,"A man suffered frostbite when he spilled a soft drink on his lap that he had purchased from a restaurant. The man sued the restaurant for negligence and damages. At trial, the man's attorney calls a witness to testify that the witness also suffered frostbite when she spilled a soft drink in her lap that she had purchased at the restaurant two weeks earlier. The witness also states that she told the restaurant about her injury immediately after suffering it. Upon objection by the restaurant's attorney, the trial judge should rule the witness's testimony",Claude Sonnet 4,0.0,0.001365,430,5,435,,E
124,What is the pressure of carbon dioxide (CO_2) at 200°F and a specific volume of 0.20 ft^3/lbm?,Claude Sonnet 4,0.0,0.00786,165,491,656,G,F
125,Self-instructional training of impulsive children involves helping them to,Claude Sonnet 4,1.0,0.005709,168,347,515,B,B
126,"A mother took her five-year-old child to a hospital emergency room for treatment. A doctor on the hospital staff molested the child while treating her. At the time, no one was in the treatment room except the doctor and the child; the mother had left the room to get a cup of coffee. Two weeks later, when the child told her mother what had occurred in the treatment room, the mother suffered severe emotional distress that caused her to become physically ill. In an action against the doctor by the mother on her own behalf to recover for intentional infliction of emotional distress, is the mother likely to prevail?",Claude Sonnet 4,1.0,0.007404,413,411,824,I,I
127,"A previously healthy 15-year-old boy is brought to the emergency department in August 1 hour after the onset of headache, dizziness, nausea, and one episode of vomiting. His symptoms began during the first hour of full-contact football practice in full uniform. He reported feeling weak and faint but did not lose consciousness. He vomited once after drinking water. On arrival, he is diaphoretic. He is not oriented to person, place, or time. His temperature is 39.5°C (103.1°F), pulse is 120/min, respirations are 40/min, and blood pressure is 90/65 mm Hg. Examination, including neurologic examination, shows no other abnormalities. Which of the following is the most appropriate next step in management?",Claude Sonnet 4,0.0,0.008769,353,514,867,D,H
128,"Statement 1 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)+g(x)) = maximum (deg f(x), deg g(x)). Statement 2 | If F is a field then every ideal of F[x] is principal.",Claude Sonnet 4,1.0,0.006933,206,421,627,G,G
129,Assume a temperature of 300 K and find the wavelength of the photon necessary to cause an electron to jump from the valence to the conduction band in silicon in nm.,Claude Sonnet 4,0.0,0.007371,177,456,633,F,B
130,What children's TV character is known as 'Da Niao' in China?,Claude Sonnet 4,1.0,0.004362,154,260,414,E,E
131,According to Keynesian theory a decrease in the money supply would,Claude Sonnet 4,1.0,0.00516,230,298,528,G,G
132,On a day when the speed of sound is the fundamental frequency of a particular stopped organ pipe is 220 Hz. The second overtone of this pipe has the same wavelength as the third harmonic of an open pipe. How long is the open pipe? (Unit: m),Claude Sonnet 4,1.0,0.013494,188,862,1050,C,C
133,"This question refers to the following information.
Although in Protestant Europe, [Peter the Great] was surrounded by evidence of the new civil and political rights of individual men embodied in constitutions, bills of rights and parliaments, he did not return to Russia determined to share power with his people. On the contrary, he returned not only determined to change his country but also convinced that if Russia was to be transformed, it was he who must provide both the direction and the motive force. He would try to lead; but where education and persuasion were not enough, he could drive—and if necessary flog—the backward nation forward.
—Robert K. Massie, Peter the Great: His Life and World
When Peter the Great ruled Russia, he continued the practice of which of the following?",Claude Sonnet 4,1.0,0.006429,298,369,667,E,E
134,"A woman sued her former employer in state court, asserting age and sex discrimination claims under both state and federal law. The woman's attorney had recently been embarrassed in court by the judge to whom the case was assigned. Wishing to avoid difficulties with the judge, the woman's attorney promptly removed the case to federal court on the basis of federal-question jurisdiction. The employer's attorney has timely moved to remand. How is the federal court likely to proceed?",Claude Sonnet 4,1.0,0.006684,333,379,712,B,B
135,The entire power from a 100-hp automobile engine is used to agitate 50 kg of water thermally insulated from its surroundings. How long will it take for the temperature of the water to rise 10 Celsius degrees?,Claude Sonnet 4,1.0,0.005301,182,317,499,C,C
136,What factors account for individual differences in problem solving?,Claude Sonnet 4,1.0,0.005853,161,358,519,H,H
137,What disease is sometimes referred to as the 'royaldisease'?,Claude Sonnet 4,1.0,0.005115,130,315,445,D,D
138,"Calculate the drag force acting on a 0.75 ft × 7 ft smooth platewhen it is pulled along its length on a still water surface ata velocity of 25 ft/s. For water \rho = 62.4 lb/ft^3, ѵ = 1.08 × 10^-5 ft^2/s.",Claude Sonnet 4,0.0,0.01044,250,646,896,I,F
139,"A state enacts a statute that prohibits ""anyone over60 years of age to run for public office. "" A state senator has been in office for three terms and wishes to seek re-election. The senator, who is 61, brings suit challenging the constitutionality of the state statute. Which of the following best states the burden of persuasion?",Claude Sonnet 4,1.0,0.008382,319,495,814,G,G
140,"Select the best English interpretation of the given arguments in predicate logic.
(∃x)(Cx • Ox)
(∀x)[(~Cx ⊃ ~Bx) ⊃ ~Og]	/ ~Og",Claude Sonnet 4,1.0,0.009138,581,493,1074,C,C
141,"On October 31, year 1, a company with a calendar year-end paid $90,000 for services that will be performed evenly over a sixmonth period from November 1, year 1, through April 30, year 2. The company expensed the $90,000 cash payment in October, year 1, to its services expense general ledger account. The company did not record any additional journal entries in year 1 related to the payment. What is the adjusting journal entry that the company should record to properly report the prepayment in its year 1 financial statements?",Claude Sonnet 4,1.0,0.008493,376,491,867,F,F
142,Solve the equation x + 71 = −22.,Claude Sonnet 4,1.0,0.002814,123,163,286,I,I
143,"A sleeve-coupling is used on a shaft 1(1/2) in. in diameter, delivering a torque of 500 lbs.-in. Calculate the diameter of the pin required to hold the coupling if the design stress for the pin material in shear is 15,000 psi.",Claude Sonnet 4,1.0,0.008325,225,510,735,F,F
